Yýl;Ýl Kodu;Ýl Adý;Ýlce Kodu;Ýlce Adý;Ürün Adý;Ekilen Alan(dekar);Hasat Edilen Alan(dekar);Üretim Miktari(ton);Verim (Kg/Dekar);Rakým (m);Ortalama Sýcaklýk (°C);Nem Oraný (%);Yaðýþ Oraný (mm);Güneþ Iþýðý (saat/gün);;;;;
2012;66;YOZGAT;7;KADIÞEHRÝ;Buðday (Durum) Sulu;  9 813;  9 813;  2 748;   280;1350;10.7;65;520;7.1;;;;;
2012;66;YOZGAT;7;KADIÞEHRÝ;Buðday (Diðer) Kuru;  71 636;  71 636;  12 178;   170;1350;10.7;65;520;7.1;;;;;
2012;66;YOZGAT;7;KADIÞEHRÝ;Buðday (Diðer) Sulu;  15 701;  15 701;  4 710;   300;1350;10.7;65;520;7.1;;;;;
2012;66;YOZGAT;8;SARAYKENT;Buðday (Durum) Kuru;  1 472;  1 472;   294;   200;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;8;SARAYKENT;Buðday (Durum) Sulu;  1 079;  1 079;   378;   350;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;8;SARAYKENT;Buðday (Diðer) Kuru;  73 353;  73 353;  13 937;   190;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;8;SARAYKENT;Buðday (Diðer) Sulu;  2 208;  2 208;   751;   340;1260;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;9;SARIKAYA;Buðday (Durum) Kuru;  127 571;  127 571;  24 876;   195;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;9;SARIKAYA;Buðday (Durum) Sulu;  9 813;  9 813;  2 748;   280;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;9;SARIKAYA;Buðday (Diðer) Kuru;  230 609;  230 609;  46 122;   200;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;9;SARIKAYA;Buðday (Diðer) Sulu;  4 907;  4 907;  1 472;   300;1240;11.5;63;510;7.3;;;;;
2012;66;YOZGAT;10;SORGUN;Buðday (Durum) Kuru;   ;   ;   ;   230;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;10;SORGUN;Buðday (Durum) Sulu;   ;   ;   ;   370;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;10;SORGUN;Buðday (Diðer) Kuru;  437 667;  437 667;  100 663;   230;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;10;SORGUN;Buðday (Diðer) Sulu;  98 132;  98 132;  36 309;   370;1250;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;11;ÞEFAATLÝ;Buðday (Durum) Kuru;   ;   ;   ;   200;1270;11.1;65;520;7.1;;;;;
2012;66;YOZGAT;11;ÞEFAATLÝ;Buðday (Durum) Sulu;   ;   ;   ;   370;1270;11.1;65;520;7.1;;;;;
2012;66;YOZGAT;11;ÞEFAATLÝ;Buðday (Diðer) Kuru;  294 395;  294 395;  58 879;   200;1270;11.1;65;520;7.1;;;;;
2012;66;YOZGAT;11;ÞEFAATLÝ;Buðday (Diðer) Sulu;  19 626;  19 626;  7 262;   370;1270;11.1;65;520;7.1;;;;;
2012;66;YOZGAT;12;YENÝFAKILI;Buðday (Durum) Kuru;   ;   ;   ;   200;1265;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;12;YENÝFAKILI;Buðday (Durum) Sulu;   ;   ;   ;   370;1265;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;12;YENÝFAKILI;Buðday (Diðer) Kuru;  67 416;  67 416;  13 483;   200;1265;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;12;YENÝFAKILI;Buðday (Diðer) Sulu;  46 122;  46 122;  17 065;   370;1265;11.2;64;515;7.2;;;;;
2012;66;YOZGAT;13;YERKÖY;Buðday (Durum) Kuru;   ;   ;   ;   210;1255;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;13;YERKÖY;Buðday (Durum) Sulu;   ;   ;   ;   350;1255;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;13;YERKÖY;Buðday (Diðer) Kuru;  420 000;  420 000;  88 200;   210;1255;11.3;64;515;7.2;;;;;
2012;66;YOZGAT;13;YERKÖY;Buðday (Diðer) Sulu;  44 159;  44 159;  15 456;   350;1255;11.3;64;515;7.2;;;;;
2012;67;ZONGULDAK;0;MERKEZ;Buðday (Durum) Kuru;;;;   180;130;13.2;78;1050;4.8;;;;;
2012;67;ZONGULDAK;0;MERKEZ;Buðday (Durum) Sulu;;;;   210;130;13.2;78;1050;4.8;;;;;
2012;67;ZONGULDAK;0;MERKEZ;Buðday (Diðer) Kuru;  1 227;  1 227;   221;   180;130;13.2;78;1050;4.8;;;;;
2012;67;ZONGULDAK;0;MERKEZ;Buðday (Diðer) Sulu;;;;   210;130;13.2;78;1050;4.8;;;;;
2012;67;ZONGULDAK;1;ALAPLI;Buðday (Durum) Kuru;;;;   158;150;13.0;77;1000;4.9;;;;;
2012;67;ZONGULDAK;1;ALAPLI;Buðday (Durum) Sulu;;;;   210;150;13.0;77;1000;4.9;;;;;
2012;67;ZONGULDAK;1;ALAPLI;Buðday (Diðer) Kuru;   206;   206;   33;   158;150;13.0;77;1000;4.9;;;;;
2012;67;ZONGULDAK;1;ALAPLI;Buðday (Diðer) Sulu;;;;   210;150;13.0;77;1000;4.9;;;;;
2012;67;ZONGULDAK;2;ÇAYCUMA;Buðday (Durum) Kuru;  1 747;  1 747;   280;   160;100;13.4;79;1070;4.7;;;;;
2012;67;ZONGULDAK;2;ÇAYCUMA;Buðday (Durum) Sulu;;;;   160;100;13.4;79;1070;4.7;;;;;
2012;67;ZONGULDAK;2;ÇAYCUMA;Buðday (Diðer) Kuru;  63 786;  63 786;  11 481;   180;100;13.4;79;1070;4.7;;;;;
2012;67;ZONGULDAK;2;ÇAYCUMA;Buðday (Diðer) Sulu;;;;   180;100;13.4;79;1070;4.7;;;;;
2012;67;ZONGULDAK;3;DEVREK;Buðday (Durum) Kuru;;;;   189;120;13.1;78;1055;4.8;;;;;
2012;67;ZONGULDAK;3;DEVREK;Buðday (Durum) Sulu;;;;   230;120;13.1;78;1055;4.8;;;;;
2012;67;ZONGULDAK;3;DEVREK;Buðday (Diðer) Kuru;  13 248;  13 248;  2 504;   189;120;13.1;78;1055;4.8;;;;;
2012;67;ZONGULDAK;3;DEVREK;Buðday (Diðer) Sulu;;;;   230;120;13.1;78;1055;4.8;;;;;
2012;67;ZONGULDAK;4;EREÐLÝ;Buðday (Durum) Kuru;;;;   180;50;13.6;80;1080;4.6;;;;;
2012;67;ZONGULDAK;4;EREÐLÝ;Buðday (Durum) Sulu;;;;   210;50;13.6;80;1080;4.6;;;;;
2012;67;ZONGULDAK;4;EREÐLÝ;Buðday (Diðer) Kuru;  3 435;  3 435;   618;   180;50;13.6;80;1080;4.6;;;;;
2012;67;ZONGULDAK;4;EREÐLÝ;Buðday (Diðer) Sulu;;;;   210;50;13.6;80;1080;4.6;;;;;
2012;67;ZONGULDAK;5;GÖKÇEBEY;Buðday (Durum) Kuru;  8 930;  8 930;  1 563;   175;130;13.2;78;1050;4.8;;;;;
2012;67;ZONGULDAK;5;GÖKÇEBEY;Buðday (Durum) Sulu;;;;   175;130;13.2;78;1050;4.8;;;;;
2012;67;ZONGULDAK;5;GÖKÇEBEY;Buðday (Diðer) Kuru;  17 695;  17 695;  3 185;   180;130;13.2;78;1050;4.8;;;;;
2012;67;ZONGULDAK;5;GÖKÇEBEY;Buðday (Diðer) Sulu;;;;   180;130;13.2;78;1050;4.8;;;;;
2012;68;AKSARAY;0;MERKEZ;Buðday (Durum) Kuru;;;;   216;980;12.1;60;390;7.8;;;;;
2012;68;AKSARAY;0;MERKEZ;Buðday (Durum) Sulu;  83 961;  83 961;  31 905;   380;980;12.1;60;390;7.8;;;;;
2012;68;AKSARAY;0;MERKEZ;Buðday (Diðer) Kuru;  300 000;  300 000;  64 800;   216;980;12.1;60;390;7.8;;;;;
2012;68;AKSARAY;0;MERKEZ;Buðday (Diðer) Sulu;  45 000;  45 000;  18 450;   410;980;12.1;60;390;7.8;;;;;
2012;68;AKSARAY;1;AÐAÇÖREN;Buðday (Durum) Kuru;  5 417;  5 417;  1 138;   210;1070;11.5;62;400;7.6;;;;;
2012;68;AKSARAY;1;AÐAÇÖREN;Buðday (Durum) Sulu;   903;   903;   351;   389;1070;11.5;62;400;7.6;;;;;
2012;68;AKSARAY;1;AÐAÇÖREN;Buðday (Diðer) Kuru;  18 000;  18 000;  4 320;   240;1070;11.5;62;400;7.6;;;;;
2012;68;AKSARAY;1;AÐAÇÖREN;Buðday (Diðer) Sulu;  1 806;  1 806;   703;   389;1070;11.5;62;400;7.6;;;;;
2012;68;AKSARAY;2;ESKÝL;Buðday (Durum) Kuru;  1 083;  1 083;   234;   216;1020;11.8;61;395;7.7;;;;;
2012;68;AKSARAY;2;ESKÝL;Buðday (Durum) Sulu;  4 785;  4 785;  1 914;   400;1020;11.8;61;395;7.7;;;;;
2012;68;AKSARAY;2;ESKÝL;Buðday (Diðer) Kuru;  66 808;  66 808;  15 700;   235;1020;11.8;61;395;7.7;;;;;
2012;68;AKSARAY;2;ESKÝL;Buðday (Diðer) Sulu;  190 000;  190 000;  82 650;   435;1020;11.8;61;395;7.7;;;;;
2012;68;AKSARAY;3;GÜLAÐAÇ;Buðday (Durum) Kuru;  4 514;  4 514;   925;   205;1080;11.4;63;405;7.5;;;;;
2012;68;AKSARAY;3;GÜLAÐAÇ;Buðday (Durum) Sulu;  1 625;  1 625;   632;   389;1080;11.4;63;405;7.5;;;;;
2012;68;AKSARAY;3;GÜLAÐAÇ;Buðday (Diðer) Kuru;  38 821;  38 821;  8 929;   230;1080;11.4;63;405;7.5;;;;;
2012;68;AKSARAY;3;GÜLAÐAÇ;Buðday (Diðer) Sulu;  13 994;  13 994;  5 877;   420;1080;11.4;63;405;7.5;;;;;
2012;68;AKSARAY;4;GÜZELYURT;Buðday (Durum) Kuru;  5 236;  5 236;  1 073;   205;1250;10.7;64;410;7.4;;;;;
2012;68;AKSARAY;4;GÜZELYURT;Buðday (Durum) Sulu;   677;   677;   271;   400;1250;10.7;64;410;7.4;;;;;
2012;68;AKSARAY;4;GÜZELYURT;Buðday (Diðer) Kuru;  28 980;  28 980;  7 100;   245;1250;10.7;64;410;7.4;;;;;
2012;68;AKSARAY;4;GÜZELYURT;Buðday (Diðer) Sulu;  2 708;  2 708;   894;   330;1250;10.7;64;410;7.4;;;;;
2012;68;AKSARAY;5;ORTAKÖY;Buðday (Durum) Kuru;  4 514;  4 514;  1 038;   230;1060;11.6;62;400;7.6;;;;;
2012;68;AKSARAY;5;ORTAKÖY;Buðday (Durum) Sulu;  1 354;  1 354;   542;   400;1060;11.6;62;400;7.6;;;;;
2012;68;AKSARAY;5;ORTAKÖY;Buðday (Diðer) Kuru;  3 160;  3 160;   758;   240;1060;11.6;62;400;7.6;;;;;
2012;68;AKSARAY;5;ORTAKÖY;Buðday (Diðer) Sulu;   451;   451;   175;   389;1060;11.6;62;400;7.6;;;;;
2012;68;AKSARAY;6;SARIYAHÞÝ;Buðday (Durum) Kuru;   ;   ;   ;   250;1100;11.3;63;405;7.5;;;;;
2012;68;AKSARAY;6;SARIYAHÞÝ;Buðday (Durum) Sulu;   ;   ;   ;   350;1100;11.3;63;405;7.5;;;;;
2012;68;AKSARAY;6;SARIYAHÞÝ;Buðday (Diðer) Kuru;  30 000;  30 000;  7 500;   250;1100;11.3;63;405;7.5;;;;;
2012;68;AKSARAY;6;SARIYAHÞÝ;Buðday (Diðer) Sulu;   ;   ;   ;   350;1100;11.3;63;405;7.5;;;;;
2012;69;BAYBURT;0;MERKEZ;Buðday (Durum) Kuru;;;;   150;1550;10.3;67;450;6.9;;;;;
2012;69;BAYBURT;0;MERKEZ;Buðday (Durum) Sulu;;;;   260;1550;10.3;67;450;6.9;;;;;
2012;69;BAYBURT;0;MERKEZ;Buðday (Diðer) Kuru;  35 789;  35 789;  5 368;   150;1550;10.3;67;450;6.9;;;;;
2012;69;BAYBURT;0;MERKEZ;Buðday (Diðer) Sulu;  122 017;  122 017;  31 724;   260;1550;10.3;67;450;6.9;;;;;
2012;69;BAYBURT;1;AYDINTEPE;Buðday (Durum) Kuru;;;;   150;1600;10.0;68;455;6.8;;;;;
2012;69;BAYBURT;1;AYDINTEPE;Buðday (Durum) Sulu;;;;   259;1600;10.0;68;455;6.8;;;;;
2012;69;BAYBURT;1;AYDINTEPE;Buðday (Diðer) Kuru;  3 925;  3 925;   589;   150;1600;10.0;68;455;6.8;;;;;
2012;69;BAYBURT;1;AYDINTEPE;Buðday (Diðer) Sulu;  8 832;  8 832;  2 287;   259;1600;10.0;68;455;6.8;;;;;
2012;69;BAYBURT;2;DEMÝRÖZÜ;Buðday (Durum) Kuru;;;;   150;1580;10.2;67;450;6.9;;;;;
2012;69;BAYBURT;2;DEMÝRÖZÜ;Buðday (Durum) Sulu;;;;   250;1580;10.2;67;450;6.9;;;;;
2012;69;BAYBURT;2;DEMÝRÖZÜ;Buðday (Diðer) Kuru;  8 439;  8 439;  1 266;   150;1580;10.2;67;450;6.9;;;;;
2012;69;BAYBURT;2;DEMÝRÖZÜ;Buðday (Diðer) Sulu;  16 879;  16 879;  4 220;   250;1580;10.2;67;450;6.9;;;;;
2012;70;KARAMAN;0;MERKEZ;Buðday (Durum) Kuru;  131 006;  131 006;  20 961;   160;1030;12.2;59;380;7.9;;;;;
2012;70;KARAMAN;0;MERKEZ;Buðday (Durum) Sulu;  111 379;  111 379;  35 641;   320;1030;12.2;59;380;7.9;;;;;
2012;70;KARAMAN;0;MERKEZ;Buðday (Diðer) Kuru;  68 692;  68 692;  10 991;   160;1030;12.2;59;380;7.9;;;;;
2012;70;KARAMAN;0;MERKEZ;Buðday (Diðer) Sulu;  41 559;  41 559;  14 130;   340;1030;12.2;59;380;7.9;;;;;
2012;70;KARAMAN;1;AYRANCI;Buðday (Durum) Kuru;  103 038;  103 038;  20 608;   200;1100;11.7;60;385;7.8;;;;;
2012;70;KARAMAN;1;AYRANCI;Buðday (Durum) Sulu;  29 439;  29 439;  10 304;   350;1100;11.7;60;385;7.8;;;;;
2012;70;KARAMAN;1;AYRANCI;Buðday (Diðer) Kuru;  147 197;  147 197;  29 439;   200;1100;11.7;60;385;7.8;;;;;
2012;70;KARAMAN;1;AYRANCI;Buðday (Diðer) Sulu;  15 701;  15 701;  5 652;   360;1100;11.7;60;385;7.8;;;;;
2012;70;KARAMAN;2;BAÞYAYLA;Buðday (Durum) Kuru;   59;   59;   11;   180;1350;10.5;62;395;7.6;;;;;
2012;70;KARAMAN;2;BAÞYAYLA;Buðday (Durum) Sulu;   29;   29;   10;   330;1350;10.5;62;395;7.6;;;;;
2012;70;KARAMAN;2;BAÞYAYLA;Buðday (Diðer) Kuru;  2 257;  2 257;   451;   200;1350;10.5;62;395;7.6;;;;;
2012;70;KARAMAN;2;BAÞYAYLA;Buðday (Diðer) Sulu;  2 459;  2 459;   738;   300;1350;10.5;62;395;7.6;;;;;
2012;70;KARAMAN;3;ERMENEK;Buðday (Durum) Kuru;  6 673;  6 673;  1 235;   185;1250;11.0;61;390;7.7;;;;;
2012;70;KARAMAN;3;ERMENEK;Buðday (Durum) Sulu;  1 864;  1 864;   708;   380;1250;11.0;61;390;7.7;;;;;
2012;70;KARAMAN;3;ERMENEK;Buðday (Diðer) Kuru;  29 194;  29 194;  5 547;   190;1250;11.0;61;390;7.7;;;;;
2012;70;KARAMAN;3;ERMENEK;Buðday (Diðer) Sulu;  4 648;  4 648;  1 673;   360;1250;11.0;61;390;7.7;;;;;
2012;70;KARAMAN;4;KAZIMKARABEKÝR;Buðday (Durum) Kuru;  62 039;  62 039;  10 857;   175;1040;12.1;59;380;7.8;;;;;
2012;70;KARAMAN;4;KAZIMKARABEKÝR;Buðday (Durum) Sulu;  19 224;  19 224;  6 921;   360;1040;12.1;59;380;7.8;;;;;
2012;70;KARAMAN;4;KAZIMKARABEKÝR;Buðday (Diðer) Kuru;  5 672;  5 672;  1 049;   185;1040;12.1;59;380;7.8;;;;;
2012;70;KARAMAN;4;KAZIMKARABEKÝR;Buðday (Diðer) Sulu;  3 343;  3 343;  1 270;   380;1040;12.1;59;380;7.8;;;;;
2012;70;KARAMAN;5;SARIVELÝLER;Buðday (Durum) Kuru;   ;   ;   ;   185;1300;10.8;61;390;7.7;;;;;
2012;70;KARAMAN;5;SARIVELÝLER;Buðday (Durum) Sulu;   ;   ;   ;   330;1300;10.8;61;390;7.7;;;;;
2012;70;KARAMAN;5;SARIVELÝLER;Buðday (Diðer) Kuru;  23 504;  23 504;  4 348;   185;1300;10.8;61;390;7.7;;;;;
2012;70;KARAMAN;5;SARIVELÝLER;Buðday (Diðer) Sulu;   ;   ;   ;   330;1300;10.8;61;390;7.7;;;;;
2012;71;KIRIKKALE;0;MERKEZ;Buðday (Durum) Kuru;   864;   864;   181;   210;750;13.0;58;410;7.7;;;;;
2012;71;KIRIKKALE;0;MERKEZ;Buðday (Durum) Sulu;;;;   210;750;13.0;58;410;7.7;;;;;
2012;71;KIRIKKALE;0;MERKEZ;Buðday (Diðer) Kuru;  74 384;  74 384;  13 092;   176;750;13.0;58;410;7.7;;;;;
2012;71;KIRIKKALE;0;MERKEZ;Buðday (Diðer) Sulu;;;;   176;750;13.0;58;410;7.7;;;;;
2012;71;KIRIKKALE;1;BAHÞÝLÝ;Buðday (Durum) Kuru;   49;   49;   9;   175;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;1;BAHÞÝLÝ;Buðday (Durum) Sulu;;;;   220;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;1;BAHÞÝLÝ;Buðday (Diðer) Kuru;  37 290;  37 290;  6 526;   175;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;1;BAHÞÝLÝ;Buðday (Diðer) Sulu;;;;   220;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;2;BALIÞEYH;Buðday (Durum) Kuru;   20;   20;   4;   195;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;2;BALIÞEYH;Buðday (Durum) Sulu;   10;   10;   3;   340;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;2;BALIÞEYH;Buðday (Diðer) Kuru;  204 114;  204 114;  42 864;   210;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;2;BALIÞEYH;Buðday (Diðer) Sulu;  8 832;  8 832;  3 091;   350;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;3;ÇELEBÝ;Buðday (Durum) Kuru;;;;   180;810;12.4;61;425;7.5;;;;;
2012;71;KIRIKKALE;3;ÇELEBÝ;Buðday (Durum) Sulu;;;;   370;810;12.4;61;425;7.5;;;;;
2012;71;KIRIKKALE;3;ÇELEBÝ;Buðday (Diðer) Kuru;  34 346;  34 346;  6 182;   180;810;12.4;61;425;7.5;;;;;
2012;71;KIRIKKALE;3;ÇELEBÝ;Buðday (Diðer) Sulu;  18 645;  18 645;  6 899;   370;810;12.4;61;425;7.5;;;;;
2012;71;KIRIKKALE;4;DELÝCE;Buðday (Durum) Kuru;;;;   210;760;12.7;60;415;7.6;;;;;
2012;71;KIRIKKALE;4;DELÝCE;Buðday (Durum) Sulu;;;;   360;760;12.7;60;415;7.6;;;;;
2012;71;KIRIKKALE;4;DELÝCE;Buðday (Diðer) Kuru;  254 171;  254 171;  53 376;   210;760;12.7;60;415;7.6;;;;;
2012;71;KIRIKKALE;4;DELÝCE;Buðday (Diðer) Sulu;  2 061;  2 061;   742;   360;760;12.7;60;415;7.6;;;;;
2012;71;KIRIKKALE;5;KARAKEÇÝLÝ;Buðday (Durum) Kuru;;;;   175;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;5;KARAKEÇÝLÝ;Buðday (Durum) Sulu;;;;   370;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;5;KARAKEÇÝLÝ;Buðday (Diðer) Kuru;  29 439;  29 439;  5 152;   175;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;5;KARAKEÇÝLÝ;Buðday (Diðer) Sulu;   981;   981;   363;   370;770;12.8;59;415;7.6;;;;;
2012;71;KIRIKKALE;6;KESKÝN;Buðday (Durum) Kuru;   245;   245;   49;   200;790;12.6;60;420;7.6;;;;;
2012;71;KIRIKKALE;6;KESKÝN;Buðday (Durum) Sulu;   ;   ;   ;   355;790;12.6;60;420;7.6;;;;;
2012;71;KIRIKKALE;6;KESKÝN;Buðday (Diðer) Kuru;  272 806;  272 806;  55 925;   205;790;12.6;60;420;7.6;;;;;
2012;71;KIRIKKALE;6;KESKÝN;Buðday (Diðer) Sulu;  34 346;  34 346;  12 880;   375;790;12.6;60;420;7.6;;;;;
2012;71;KIRIKKALE;7;SULAKYURT;Buðday (Durum) Kuru;   147;   147;   26;   180;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;7;SULAKYURT;Buðday (Durum) Sulu;   25;   25;   7;   280;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;7;SULAKYURT;Buðday (Diðer) Kuru;  147 428;  147 428;  30 223;   205;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;7;SULAKYURT;Buðday (Diðer) Sulu;  24 253;  24 253;  8 295;   342;800;12.5;60;420;7.5;;;;;
2012;71;KIRIKKALE;8;YAHÞÝHAN;Buðday (Durum) Kuru;;;;   195;780;12.7;59;415;7.6;;;;;
2012;71;KIRIKKALE;8;YAHÞÝHAN;Buðday (Durum) Sulu;;;;   340;780;12.7;59;415;7.6;;;;;
2012;71;KIRIKKALE;8;YAHÞÝHAN;Buðday (Diðer) Kuru;  29 604;  29 604;  5 773;   195;780;12.7;59;415;7.6;;;;;
2012;71;KIRIKKALE;8;YAHÞÝHAN;Buðday (Diðer) Sulu;  3 189;  3 189;  1 084;   340;780;12.7;59;415;7.6;;;;;
2012;72;BATMAN;0;MERKEZ;Buðday (Durum) Kuru;  18 056;  18 056;  3 792;   210;550;15.4;55;460;8.0;;;;;
2012;72;BATMAN;0;MERKEZ;Buðday (Durum) Sulu;  2 302;  2 302;  1 020;   443;550;15.4;55;460;8.0;;;;;
2012;72;BATMAN;0;MERKEZ;Buðday (Diðer) Kuru;  56 877;  56 877;  12 285;   216;550;15.4;55;460;8.0;;;;;
2012;72;BATMAN;0;MERKEZ;Buðday (Diðer) Sulu;  12 188;  12 188;  5 363;   440;550;15.4;55;460;8.0;;;;;
2012;72;BATMAN;1;BEÞÝRÝ;Buðday (Durum) Kuru;  98 406;  98 406;  20 665;   210;600;15.2;56;455;7.9;;;;;
2012;72;BATMAN;1;BEÞÝRÝ;Buðday (Durum) Sulu;  15 348;  15 348;  6 600;   430;600;15.2;56;455;7.9;;;;;
2012;72;BATMAN;1;BEÞÝRÝ;Buðday (Diðer) Kuru;  185 000;  185 000;  44 400;   240;600;15.2;56;455;7.9;;;;;
2012;72;BATMAN;1;BEÞÝRÝ;Buðday (Diðer) Sulu;  32 005;  32 005;  14 530;   454;600;15.2;56;455;7.9;;;;;
2012;72;BATMAN;2;GERCÜÞ;Buðday (Durum) Kuru;  1 384;  1 384;   299;   216;670;14.8;57;450;7.8;;;;;
2012;72;BATMAN;2;GERCÜÞ;Buðday (Durum) Sulu;   90;   90;   38;   421;670;14.8;57;450;7.8;;;;;
2012;72;BATMAN;2;GERCÜÞ;Buðday (Diðer) Kuru;  205 000;  205 000;  49 200;   240;670;14.8;57;450;7.8;;;;;
2012;72;BATMAN;2;GERCÜÞ;Buðday (Diðer) Sulu;   325;   325;   141;   435;670;14.8;57;450;7.8;;;;;
2012;72;BATMAN;3;HASANKEYF;Buðday (Durum) Kuru;   63;   63;   14;   216;580;15.3;55;460;8.0;;;;;
2012;72;BATMAN;3;HASANKEYF;Buðday (Durum) Sulu;   9;   9;   4;   421;580;15.3;55;460;8.0;;;;;
2012;72;BATMAN;3;HASANKEYF;Buðday (Diðer) Kuru;  11 737;  11 737;  2 559;   218;580;15.3;55;460;8.0;;;;;
2012;72;BATMAN;3;HASANKEYF;Buðday (Diðer) Sulu;  1 354;  1 354;   570;   421;580;15.3;55;460;8.0;;;;;
2012;72;BATMAN;4;KOZLUK;Buðday (Durum) Kuru;  12 188;  12 188;  2 438;   200;620;15.1;56;455;7.9;;;;;
2012;72;BATMAN;4;KOZLUK;Buðday (Durum) Sulu;  1 354;  1 354;   600;   443;620;15.1;56;455;7.9;;;;;
2012;72;BATMAN;4;KOZLUK;Buðday (Diðer) Kuru;  142 000;  142 000;  32 660;   230;620;15.1;56;455;7.9;;;;;
2012;72;BATMAN;4;KOZLUK;Buðday (Diðer) Sulu;  27 084;  27 084;  11 944;   441;620;15.1;56;455;7.9;;;;;
2012;72;BATMAN;5;SASON;Buðday (Durum) Kuru;   59;   59;   11;   194;670;14.8;57;450;7.8;;;;;
2012;72;BATMAN;5;SASON;Buðday (Durum) Sulu;   23;   23;   9;   410;670;14.8;57;450;7.8;;;;;
2012;72;BATMAN;5;SASON;Buðday (Diðer) Kuru;  28 890;  28 890;  5 778;   200;670;14.8;57;450;7.8;;;;;
2012;72;BATMAN;5;SASON;Buðday (Diðer) Sulu;   542;   542;   221;   408;670;14.8;57;450;7.8;;;;;
2012;73;ÞIRNAK;0;MERKEZ;Buðday (Durum) Kuru;;;;   196;1250;15.0;60;520;7.5;;;;;
2012;73;ÞIRNAK;0;MERKEZ;Buðday (Durum) Sulu;;;;   330;1250;15.0;60;520;7.5;;;;;
2012;73;ÞIRNAK;0;MERKEZ;Buðday (Diðer) Kuru;  58 683;  58 683;  11 502;   196;1250;15.0;60;520;7.5;;;;;
2012;73;ÞIRNAK;0;MERKEZ;Buðday (Diðer) Sulu;  3 305;  3 305;  1 091;   330;1250;15.0;60;520;7.5;;;;;
2012;73;ÞIRNAK;1;BEYTÜÞÞEBAP;Buðday (Durum) Kuru;;;;   150;1480;14.0;62;530;7.3;;;;;
2012;73;ÞIRNAK;1;BEYTÜÞÞEBAP;Buðday (Durum) Sulu;;;;   270;1480;14.0;62;530;7.3;;;;;
2012;73;ÞIRNAK;1;BEYTÜÞÞEBAP;Buðday (Diðer) Kuru;   ;   ;   ;   150;1480;14.0;62;530;7.3;;;;;
2012;73;ÞIRNAK;1;BEYTÜÞÞEBAP;Buðday (Diðer) Sulu;  2 699;  2 699;   729;   270;1480;14.0;62;530;7.3;;;;;
2012;73;ÞIRNAK;2;CÝZRE;Buðday (Durum) Kuru;;;;   220;400;18.5;55;490;8.0;;;;;
2012;73;ÞIRNAK;2;CÝZRE;Buðday (Durum) Sulu;;;;   350;400;18.5;55;490;8.0;;;;;
2012;73;ÞIRNAK;2;CÝZRE;Buðday (Diðer) Kuru;  125 363;  125 363;  27 580;   220;400;18.5;55;490;8.0;;;;;
2012;73;ÞIRNAK;2;CÝZRE;Buðday (Diðer) Sulu;  22 816;  22 816;  7 986;   350;400;18.5;55;490;8.0;;;;;
2012;73;ÞIRNAK;3;GÜÇLÜKONAK;Buðday (Durum) Kuru;;;;   200;720;15.8;57;500;7.7;;;;;
2012;73;ÞIRNAK;3;GÜÇLÜKONAK;Buðday (Durum) Sulu;;;;   330;720;15.8;57;500;7.7;;;;;
2012;73;ÞIRNAK;3;GÜÇLÜKONAK;Buðday (Diðer) Kuru;  28 949;  28 949;  5 790;   200;720;15.8;57;500;7.7;;;;;
2012;73;ÞIRNAK;3;GÜÇLÜKONAK;Buðday (Diðer) Sulu;   ;   ;   ;   330;720;15.8;57;500;7.7;;;;;
2012;73;ÞIRNAK;4;ÝDÝL;Buðday (Durum) Kuru;;;;   200;460;16.5;56;495;7.8;;;;;
