İl Adı,İlce Kodu,İlce Adı,Ürün Adı,Verim (Kg/Dekar)
AFYON,7,DİNAR,Tritikale (Dane) Sulu,   400
AFYON,8,EMİRDAĞ,Tritikale (Dane) Kuru,   370
AFYON,8,EMİRDAĞ,Tritikale (Dane) Sulu,   450
AFYON,9,EVCİLER,Tritikale (Dane) Kuru,   300
AFYON,9,EVCİLER,Tritikale (Dane) Sulu,   500
AFYON,10,HOCALAR,Tritikale (Dane) Kuru,   220
AFYON,10,HOCALAR,Tritikale (Dane) Sulu,   400
AFYON,11,İHSANİYE,Tritikale (Dane) Kuru,   170
AFYON,11,İHSANİYE,Tritikale (Dane) Sulu,   220
AFYON,12,İSCEHİSAR,Tritikale (Dane) Kuru,   350
AFYON,12,İSCEHİSAR,Tritikale (Dane) Sulu,   420
AFYON,13,KIZILÖREN,Tritikale (Dane) Kuru,   250
AFYON,13,KIZILÖREN,Tritikale (Dane) Sulu,   300
AFYON,14,SANDIKLI,Tritikale (Dane) Kuru,   200
AFYON,14,SANDIKLI,Tritikale (Dane) Sulu,   300
AFYON,15,SİNANPAŞA,Tritikale (Dane) Kuru,   150
AFYON,15,SİNANPAŞA,Tritikale (Dane) Sulu,   187
AFYON,16,SULTANDAĞI,Tritikale (Dane) Kuru,   200
AFYON,16,SULTANDAĞI,Tritikale (Dane) Sulu,   300
AFYON,17,ŞUHUT,Tritikale (Dane) Kuru,   280
AFYON,17,ŞUHUT,Tritikale (Dane) Sulu,   320
AMASYA,0,MERKEZ,Tritikale (Dane) Kuru,   400
AMASYA,0,MERKEZ,Tritikale (Dane) Sulu,   500
AMASYA,3,HAMAMÖZÜ,Tritikale (Dane) Kuru,   320
AMASYA,3,HAMAMÖZÜ,Tritikale (Dane) Sulu,   400
AMASYA,4,MERZİFON,Tritikale (Dane) Kuru,   415
AMASYA,4,MERZİFON,Tritikale (Dane) Sulu,   520
AMASYA,6,TAŞOVA,Tritikale (Dane) Kuru,   300
AMASYA,6,TAŞOVA,Tritikale (Dane) Sulu,   400
ANKARA,2,ÇANKAYA,Tritikale (Dane) Kuru,   200
ANKARA,2,ÇANKAYA,Tritikale (Dane) Sulu,   350
ANKARA,5,KEÇİÖREN,Tritikale (Dane) Kuru,   200
ANKARA,5,KEÇİÖREN,Tritikale (Dane) Sulu,   350
ANKARA,6,MAMAK,Tritikale (Dane) Kuru,   200
ANKARA,6,MAMAK,Tritikale (Dane) Sulu,   350
ANKARA,9,AKYURT,Tritikale (Dane) Kuru,   200
ANKARA,9,AKYURT,Tritikale (Dane) Sulu,   350
ANKARA,10,AYAŞ,Tritikale (Dane) Kuru,   200
ANKARA,10,AYAŞ,Tritikale (Dane) Sulu,   350
ANKARA,11,BALA,Tritikale (Dane) Kuru,   200
ANKARA,11,BALA,Tritikale (Dane) Sulu,   350
ANKARA,14,ÇUBUK,Tritikale (Dane) Kuru,   200
ANKARA,14,ÇUBUK,Tritikale (Dane) Sulu,   350
ANKARA,15,ELMADAĞ,Tritikale (Dane) Kuru,   220
ANKARA,15,ELMADAĞ,Tritikale (Dane) Sulu,   240
ANKARA,16,EVREN,Tritikale (Dane) Kuru,   200
ANKARA,16,EVREN,Tritikale (Dane) Sulu,   350
ANKARA,17,GÜDÜL,Tritikale (Dane) Kuru,   200
ANKARA,17,GÜDÜL,Tritikale (Dane) Sulu,   350
ANKARA,18,HAYMANA,Tritikale (Dane) Kuru,   200
ANKARA,18,HAYMANA,Tritikale (Dane) Sulu,   350
ANKARA,19,KALECİK,Tritikale (Dane) Kuru,   200
ANKARA,19,KALECİK,Tritikale (Dane) Sulu,   350
ANKARA,20,KAZAN,Tritikale (Dane) Kuru,   200
ANKARA,20,KAZAN,Tritikale (Dane) Sulu,   350
ANKARA,21,KIZILCAHAMAM,Tritikale (Dane) Kuru,   200
ANKARA,21,KIZILCAHAMAM,Tritikale (Dane) Sulu,   350
ANKARA,22,NALLIHAN,Tritikale (Dane) Kuru,   230
ANKARA,22,NALLIHAN,Tritikale (Dane) Sulu,   320
ANKARA,23,POLATLI,Tritikale (Dane) Kuru,   200
ANKARA,23,POLATLI,Tritikale (Dane) Sulu,   350
ANKARA,24,ŞEREFLİKOÇHİSAR,Tritikale (Dane) Kuru,   200
ANKARA,24,ŞEREFLİKOÇHİSAR,Tritikale (Dane) Sulu,   350
ANKARA,25,PURSAKLAR,Tritikale (Dane) Kuru,   200
ANKARA,25,PURSAKLAR,Tritikale (Dane) Sulu,   350
ANTALYA,5,GAZİPAŞA,Tritikale (Dane) Kuru,   250
ANTALYA,5,GAZİPAŞA,Tritikale (Dane) Sulu,   350
ANTALYA,11,KORKUTELİ,Tritikale (Dane) Kuru,   200
ANTALYA,11,KORKUTELİ,Tritikale (Dane) Sulu,   255
AYDIN,1,BOZDOĞAN,Tritikale (Dane) Kuru,   400
AYDIN,1,BOZDOĞAN,Tritikale (Dane) Sulu,   500
AYDIN,3,ÇİNE,Tritikale (Dane) Kuru,   420
AYDIN,3,ÇİNE,Tritikale (Dane) Sulu,   515
AYDIN,7,KARACASU,Tritikale (Dane) Kuru,   400
AYDIN,7,KARACASU,Tritikale (Dane) Sulu,   500
AYDIN,12,KUYUCAK,Tritikale (Dane) Kuru,   500
AYDIN,12,KUYUCAK,Tritikale (Dane) Sulu,   700
AYDIN,16,YENİPAZAR,Tritikale (Dane) Kuru,   400
AYDIN,16,YENİPAZAR,Tritikale (Dane) Sulu,   500
BALIKESİR,0,MERKEZ,Tritikale (Dane) Kuru,   350
BALIKESİR,0,MERKEZ,Tritikale (Dane) Sulu,   400
BALIKESİR,1,AYVALIK,Tritikale (Dane) Kuru,   400
BALIKESİR,1,AYVALIK,Tritikale (Dane) Sulu,   450
BALIKESİR,2,BALYA,Tritikale (Dane) Kuru,   350
BALIKESİR,2,BALYA,Tritikale (Dane) Sulu,   400
BALIKESİR,3,BANDIRMA,Tritikale (Dane) Kuru,   350
BALIKESİR,3,BANDIRMA,Tritikale (Dane) Sulu,   400
BALIKESİR,4,BİGADİÇ,Tritikale (Dane) Kuru,   410
BALIKESİR,4,BİGADİÇ,Tritikale (Dane) Sulu,   460
BALIKESİR,6,DURSUNBEY,Tritikale (Dane) Kuru,   220
BALIKESİR,6,DURSUNBEY,Tritikale (Dane) Sulu,   300
BALIKESİR,8,ERDEK,Tritikale (Dane) Kuru,   350
BALIKESİR,8,ERDEK,Tritikale (Dane) Sulu,   400
BALIKESİR,9,GÖMEÇ,Tritikale (Dane) Kuru,   350
BALIKESİR,9,GÖMEÇ,Tritikale (Dane) Sulu,   400
BALIKESİR,10,GÖNEN,Tritikale (Dane) Kuru,   350
BALIKESİR,10,GÖNEN,Tritikale (Dane) Sulu,   400
BALIKESİR,11,HAVRAN,Tritikale (Dane) Kuru,   300
BALIKESİR,11,HAVRAN,Tritikale (Dane) Sulu,   350
BALIKESİR,12,İVRİNDİ,Tritikale (Dane) Kuru,   350
BALIKESİR,12,İVRİNDİ,Tritikale (Dane) Sulu,   400
BALIKESİR,13,KEPSUT,Tritikale (Dane) Kuru,   350
BALIKESİR,13,KEPSUT,Tritikale (Dane) Sulu,   400
BALIKESİR,14,MANYAS,Tritikale (Dane) Kuru,   450
BALIKESİR,14,MANYAS,Tritikale (Dane) Sulu,   500
BALIKESİR,16,SAVAŞTEPE,Tritikale (Dane) Kuru,   400
BALIKESİR,16,SAVAŞTEPE,Tritikale (Dane) Sulu,   450
BALIKESİR,18,SUSURLUK,Tritikale (Dane) Kuru,   300
BALIKESİR,18,SUSURLUK,Tritikale (Dane) Sulu,   350
BİLECİK,0,MERKEZ,Tritikale (Dane) Kuru,   200
BİLECİK,0,MERKEZ,Tritikale (Dane) Sulu,   250
BİLECİK,1,BOZÜYÜK,Tritikale (Dane) Kuru,   450
BİLECİK,1,BOZÜYÜK,Tritikale (Dane) Sulu,   625
BİLECİK,5,PAZARYERİ,Tritikale (Dane) Kuru,   350
BİLECİK,5,PAZARYERİ,Tritikale (Dane) Sulu,   450
BİLECİK,6,SÖĞÜT,Tritikale (Dane) Kuru,   350
BİLECİK,6,SÖĞÜT,Tritikale (Dane) Sulu,   400
BİLECİK,7,YENİPAZAR,Tritikale (Dane) Kuru,   300
BİLECİK,7,YENİPAZAR,Tritikale (Dane) Sulu,   350
BURDUR,0,MERKEZ,Tritikale (Dane) Kuru,   320
BURDUR,0,MERKEZ,Tritikale (Dane) Sulu,   360
BURDUR,1,AĞLASUN,Tritikale (Dane) Kuru,   300
BURDUR,1,AĞLASUN,Tritikale (Dane) Sulu,   350
BURDUR,3,BUCAK,Tritikale (Dane) Kuru,   500
BURDUR,3,BUCAK,Tritikale (Dane) Sulu,   550
BURDUR,4,ÇAVDIR,Tritikale (Dane) Kuru,   200
BURDUR,4,ÇAVDIR,Tritikale (Dane) Sulu,   300
BURDUR,5,ÇELTİKÇİ,Tritikale (Dane) Kuru,   250
BURDUR,5,ÇELTİKÇİ,Tritikale (Dane) Sulu,   300
BURDUR,6,GÖLHİSAR,Tritikale (Dane) Kuru,   200
BURDUR,6,GÖLHİSAR,Tritikale (Dane) Sulu,   245
BURDUR,7,KARAMANLI,Tritikale (Dane) Kuru,   275
BURDUR,7,KARAMANLI,Tritikale (Dane) Sulu,   450
BURDUR,8,KEMER,Tritikale (Dane) Kuru,   220
BURDUR,8,KEMER,Tritikale (Dane) Sulu,   300
BURSA,1,NİLÜFER,Tritikale (Dane) Kuru,   450
BURSA,1,NİLÜFER,Tritikale (Dane) Sulu,   500
BURSA,4,BÜYÜKORHAN,Tritikale (Dane) Kuru,   300
BURSA,4,BÜYÜKORHAN,Tritikale (Dane) Sulu,   350
BURSA,7,HARMANCIK,Tritikale (Dane) Kuru,   300
BURSA,7,HARMANCIK,Tritikale (Dane) Sulu,   400
ÇANAKKALE,0,MERKEZ,Tritikale (Dane) Kuru,   386
ÇANAKKALE,0,MERKEZ,Tritikale (Dane) Sulu,   430
ÇANAKKALE,3,BİGA,Tritikale (Dane) Kuru,   340
ÇANAKKALE,3,BİGA,Tritikale (Dane) Sulu,   410
ÇANAKKALE,5,ÇAN,Tritikale (Dane) Kuru,   450
ÇANAKKALE,5,ÇAN,Tritikale (Dane) Sulu,   500
ÇANAKKALE,6,ECEABAT,Tritikale (Dane) Kuru,   450
ÇANAKKALE,6,ECEABAT,Tritikale (Dane) Sulu,   500
ÇANAKKALE,7,EZİNE,Tritikale (Dane) Kuru,   350
ÇANAKKALE,7,EZİNE,Tritikale (Dane) Sulu,   400
ÇANAKKALE,8,GELİBOLU,Tritikale (Dane) Kuru,   380
ÇANAKKALE,8,GELİBOLU,Tritikale (Dane) Sulu,   420
ÇANAKKALE,9,GÖKÇEADA,Tritikale (Dane) Kuru,   300
ÇANAKKALE,9,GÖKÇEADA,Tritikale (Dane) Sulu,   400
ÇANAKKALE,10,LAPSEKİ,Tritikale (Dane) Kuru,   330
ÇANAKKALE,10,LAPSEKİ,Tritikale (Dane) Sulu,   450
ÇANAKKALE,11,YENİCE,Tritikale (Dane) Kuru,   325
ÇANAKKALE,11,YENİCE,Tritikale (Dane) Sulu,   400
ÇANKIRI,0,MERKEZ,Tritikale (Dane) Kuru,   245
ÇANKIRI,0,MERKEZ,Tritikale (Dane) Sulu,   300
ÇANKIRI,5,ILGAZ,Tritikale (Dane) Kuru,   280
ÇANKIRI,5,ILGAZ,Tritikale (Dane) Sulu,   325
ÇANKIRI,8,KURŞUNLU,Tritikale (Dane) Kuru,   195
ÇANKIRI,8,KURŞUNLU,Tritikale (Dane) Sulu,   250
ÇANKIRI,11,YAPRAKLI,Tritikale (Dane) Kuru,   325
ÇANKIRI,11,YAPRAKLI,Tritikale (Dane) Sulu,   460
ÇORUM,0,MERKEZ,Tritikale (Dane) Kuru,   200
ÇORUM,0,MERKEZ,Tritikale (Dane) Sulu,   380
ÇORUM,1,ALACA,Tritikale (Dane) Kuru,   315
ÇORUM,1,ALACA,Tritikale (Dane) Sulu,   400
ÇORUM,2,BAYAT,Tritikale (Dane) Kuru,   300
ÇORUM,2,BAYAT,Tritikale (Dane) Sulu,   400
ÇORUM,3,BOĞAZKALE,Tritikale (Dane) Kuru,   300
ÇORUM,3,BOĞAZKALE,Tritikale (Dane) Sulu,   400
ÇORUM,4,DODURGA,Tritikale (Dane) Kuru,   300
ÇORUM,4,DODURGA,Tritikale (Dane) Sulu,   400
ÇORUM,5,İSKİLİP,Tritikale (Dane) Kuru,   250
ÇORUM,5,İSKİLİP,Tritikale (Dane) Sulu,   320
ÇORUM,6,KARGI,Tritikale (Dane) Kuru,   275
ÇORUM,6,KARGI,Tritikale (Dane) Sulu,   350
ÇORUM,7,LAÇİN,Tritikale (Dane) Kuru,   300
ÇORUM,7,LAÇİN,Tritikale (Dane) Sulu,   400
ÇORUM,8,MECİTÖZÜ,Tritikale (Dane) Kuru,   315
ÇORUM,8,MECİTÖZÜ,Tritikale (Dane) Sulu,   400
ÇORUM,9,OĞUZLAR,Tritikale (Dane) Kuru,   300
ÇORUM,9,OĞUZLAR,Tritikale (Dane) Sulu,   400
ÇORUM,10,ORTAKÖY,Tritikale (Dane) Kuru,   120
ÇORUM,10,ORTAKÖY,Tritikale (Dane) Sulu,   200
ÇORUM,11,OSMANCIK,Tritikale (Dane) Kuru,   320
ÇORUM,11,OSMANCIK,Tritikale (Dane) Sulu,   420
ÇORUM,12,SUNGURLU,Tritikale (Dane) Kuru,   300
ÇORUM,12,SUNGURLU,Tritikale (Dane) Sulu,   400
ÇORUM,13,UĞURLUDAĞ,Tritikale (Dane) Kuru,   300
ÇORUM,13,UĞURLUDAĞ,Tritikale (Dane) Sulu,   400
DENİZLİ,4,BAKLAN,Tritikale (Dane) Kuru,   325
DENİZLİ,4,BAKLAN,Tritikale (Dane) Sulu,   375
DENİZLİ,7,BOZKURT,Tritikale (Dane) Kuru,   400
DENİZLİ,7,BOZKURT,Tritikale (Dane) Sulu,   450
DENİZLİ,9,ÇAL,Tritikale (Dane) Kuru,   350
DENİZLİ,9,ÇAL,Tritikale (Dane) Sulu,   400
DENİZLİ,10,ÇAMELİ,Tritikale (Dane) Kuru,   300
DENİZLİ,10,ÇAMELİ,Tritikale (Dane) Sulu,   350
DENİZLİ,11,ÇARDAK,Tritikale (Dane) Kuru,   317
DENİZLİ,11,ÇARDAK,Tritikale (Dane) Sulu,   360
DENİZLİ,12,ÇİVRİL,Tritikale (Dane) Kuru,   400
DENİZLİ,12,ÇİVRİL,Tritikale (Dane) Sulu,   500
DENİZLİ,14,HONAZ,Tritikale (Dane) Kuru,   300
DENİZLİ,14,HONAZ,Tritikale (Dane) Sulu,   400
DENİZLİ,15,KALE,Tritikale (Dane) Kuru,   300
DENİZLİ,15,KALE,Tritikale (Dane) Sulu,   360
DENİZLİ,17,SERİNHİSAR,Tritikale (Dane) Kuru,   350
DENİZLİ,17,SERİNHİSAR,Tritikale (Dane) Sulu,   400
DENİZLİ,18,TAVAS,Tritikale (Dane) Kuru,   375
DENİZLİ,18,TAVAS,Tritikale (Dane) Sulu,   425
EDİRNE,0,MERKEZ,Tritikale (Dane) Kuru,   450
EDİRNE,0,MERKEZ,Tritikale (Dane) Sulu,   500
EDİRNE,1,ENEZ,Tritikale (Dane) Kuru,   330
EDİRNE,1,ENEZ,Tritikale (Dane) Sulu,   425
EDİRNE,2,HAVSA,Tritikale (Dane) Kuru,   300
EDİRNE,2,HAVSA,Tritikale (Dane) Sulu,   400
EDİRNE,3,İPSALA,Tritikale (Dane) Kuru,   450
EDİRNE,3,İPSALA,Tritikale (Dane) Sulu,   480
EDİRNE,4,KEŞAN,Tritikale (Dane) Kuru,   500
EDİRNE,4,KEŞAN,Tritikale (Dane) Sulu,   700
EDİRNE,5,LALAPAŞA,Tritikale (Dane) Kuru,   450
EDİRNE,5,LALAPAŞA,Tritikale (Dane) Sulu,   600
EDİRNE,6,MERİÇ,Tritikale (Dane) Kuru,   400
EDİRNE,6,MERİÇ,Tritikale (Dane) Sulu,   450
EDİRNE,7,SÜLOĞLU,Tritikale (Dane) Kuru,   300
EDİRNE,7,SÜLOĞLU,Tritikale (Dane) Sulu,   400
EDİRNE,8,UZUNKÖPRÜ,Tritikale (Dane) Kuru,   450
EDİRNE,8,UZUNKÖPRÜ,Tritikale (Dane) Sulu,   550
ELAZIĞ,0,MERKEZ,Tritikale (Dane) Kuru,   340
ELAZIĞ,0,MERKEZ,Tritikale (Dane) Sulu,   370
ERZİNCAN,0,MERKEZ,Tritikale (Dane) Kuru,   210
ERZİNCAN,0,MERKEZ,Tritikale (Dane) Sulu,   330
ERZİNCAN,1,ÇAYIRLI,Tritikale (Dane) Kuru,   180
ERZİNCAN,1,ÇAYIRLI,Tritikale (Dane) Sulu,   290
ERZİNCAN,5,OTLUKBELİ,Tritikale (Dane) Kuru,   360
ERZİNCAN,5,OTLUKBELİ,Tritikale (Dane) Sulu,   400
ERZURUM,13,PASİNLER,Tritikale (Dane) Kuru,   160
ERZURUM,13,PASİNLER,Tritikale (Dane) Sulu,   210
ERZURUM,15,ŞENKAYA,Tritikale (Dane) Kuru,   250
ERZURUM,15,ŞENKAYA,Tritikale (Dane) Sulu,   340
ERZURUM,19,PALANDÖKEN,Tritikale (Dane) Kuru,   200
ERZURUM,19,PALANDÖKEN,Tritikale (Dane) Sulu,   250
ESKİŞEHİR,1,ALPU,Tritikale (Dane) Kuru,   250
ESKİŞEHİR,1,ALPU,Tritikale (Dane) Sulu,   350
ESKİŞEHİR,2,BEYLİKOVA,Tritikale (Dane) Kuru,   245
ESKİŞEHİR,2,BEYLİKOVA,Tritikale (Dane) Sulu,   350
ESKİŞEHİR,3,ÇİFTELER,Tritikale (Dane) Kuru,   250
ESKİŞEHİR,3,ÇİFTELER,Tritikale (Dane) Sulu,   350
ESKİŞEHİR,4,GÜNYÜZÜ,Tritikale (Dane) Kuru,   250
ESKİŞEHİR,4,GÜNYÜZÜ,Tritikale (Dane) Sulu,   350
ESKİŞEHİR,5,HAN,Tritikale (Dane) Kuru,   250
ESKİŞEHİR,5,HAN,Tritikale (Dane) Sulu,   350
ESKİŞEHİR,6,İNÖNÜ,Tritikale (Dane) Kuru,   270
ESKİŞEHİR,6,İNÖNÜ,Tritikale (Dane) Sulu,   370
ESKİŞEHİR,7,MAHMUDİYE,Tritikale (Dane) Kuru,   250
ESKİŞEHİR,7,MAHMUDİYE,Tritikale (Dane) Sulu,   350
ESKİŞEHİR,9,MİHALIÇÇIK,Tritikale (Dane) Kuru,   190
ESKİŞEHİR,9,MİHALIÇÇIK,Tritikale (Dane) Sulu,   290
ESKİŞEHİR,11,SEYİTGAZİ,Tritikale (Dane) Kuru,   250
ESKİŞEHİR,11,SEYİTGAZİ,Tritikale (Dane) Sulu,   350
ESKİŞEHİR,12,SİVRİHİSAR,Tritikale (Dane) Kuru,   200
ESKİŞEHİR,12,SİVRİHİSAR,Tritikale (Dane) Sulu,   300
ESKİŞEHİR,13,ODUNPAZARI,Tritikale (Dane) Kuru,   200
ESKİŞEHİR,13,ODUNPAZARI,Tritikale (Dane) Sulu,   300
ESKİŞEHİR,14,TEPEBAŞI,Tritikale (Dane) Kuru,   330
ESKİŞEHİR,14,TEPEBAŞI,Tritikale (Dane) Sulu,   430
GİRESUN,1,ALUCRA,Tritikale (Dane) Kuru,   200
GİRESUN,1,ALUCRA,Tritikale (Dane) Sulu,   300
GİRESUN,3,ÇAMOLUK,Tritikale (Dane) Kuru,   200
GİRESUN,3,ÇAMOLUK,Tritikale (Dane) Sulu,   300
GİRESUN,13,ŞEBİNKARAHİSAR,Tritikale (Dane) Kuru,   300
GİRESUN,13,ŞEBİNKARAHİSAR,Tritikale (Dane) Sulu,   400
GÜMÜŞHANE,0,MERKEZ,Tritikale (Dane) Kuru,   195
GÜMÜŞHANE,0,MERKEZ,Tritikale (Dane) Sulu,   215
GÜMÜŞHANE,1,KELKİT,Tritikale (Dane) Kuru,   200
GÜMÜŞHANE,1,KELKİT,Tritikale (Dane) Sulu,   250
GÜMÜŞHANE,2,KÖSE,Tritikale (Dane) Kuru,   200
GÜMÜŞHANE,2,KÖSE,Tritikale (Dane) Sulu,   220
ISPARTA,0,MERKEZ,Tritikale (Dane) Kuru,   325
ISPARTA,0,MERKEZ,Tritikale (Dane) Sulu,   425
ISPARTA,1,AKSU,Tritikale (Dane) Kuru,   250
ISPARTA,1,AKSU,Tritikale (Dane) Sulu,   300
ISPARTA,2,ATABEY,Tritikale (Dane) Kuru,   310
ISPARTA,2,ATABEY,Tritikale (Dane) Sulu,   320
ISPARTA,5,GÖNEN,Tritikale (Dane) Kuru,   260
ISPARTA,5,GÖNEN,Tritikale (Dane) Sulu,   360
ISPARTA,8,SÜTÇÜLER,Tritikale (Dane) Kuru,   330
ISPARTA,8,SÜTÇÜLER,Tritikale (Dane) Sulu,   430
ISPARTA,9,ŞARKİKARAAĞAÇ,Tritikale (Dane) Kuru,   300
ISPARTA,9,ŞARKİKARAAĞAÇ,Tritikale (Dane) Sulu,   400
ISPARTA,11,YALVAÇ,Tritikale (Dane) Kuru,   300
ISPARTA,11,YALVAÇ,Tritikale (Dane) Sulu,   320
MERSİN,4,ÇAMLIYAYLA,Tritikale (Dane) Kuru,   320
MERSİN,4,ÇAMLIYAYLA,Tritikale (Dane) Sulu,   400
İSTANBUL,29,ÇATALCA,Tritikale (Dane) Kuru,   475
İSTANBUL,29,ÇATALCA,Tritikale (Dane) Sulu,   520
İSTANBUL,30,SİLİVRİ,Tritikale (Dane) Kuru,   460
İSTANBUL,30,SİLİVRİ,Tritikale (Dane) Sulu,   500
İSTANBUL,33,ARNAVUTKÖY,Tritikale (Dane) Kuru,   470
İSTANBUL,33,ARNAVUTKÖY,Tritikale (Dane) Sulu,   500
İSTANBUL,39,SANCAKTEPE,Tritikale (Dane) Kuru,   400
İSTANBUL,39,SANCAKTEPE,Tritikale (Dane) Sulu,   500
İZMİR,11,BAYINDIR,Tritikale (Dane) Kuru,   500
İZMİR,11,BAYINDIR,Tritikale (Dane) Sulu,   600
İZMİR,12,BERGAMA,Tritikale (Dane) Kuru,   460
İZMİR,12,BERGAMA,Tritikale (Dane) Sulu,   520
İZMİR,17,KARABURUN,Tritikale (Dane) Sulu,   450
İZMİR,17,KARABURUN,Tritikale (Dane) Kuru,   400
İZMİR,26,TİRE,Tritikale (Dane) Kuru,   500
İZMİR,26,TİRE,Tritikale (Dane) Sulu,   650
KAYSERİ,1,KOCASİNAN,Tritikale (Dane) Kuru,   255
KAYSERİ,1,KOCASİNAN,Tritikale (Dane) Sulu,   450
KAYSERİ,2,MELİKGAZİ,Tritikale (Dane) Kuru,   150
KAYSERİ,2,MELİKGAZİ,Tritikale (Dane) Sulu,   200
KAYSERİ,5,DEVELİ,Tritikale (Dane) Kuru,   350
KAYSERİ,5,DEVELİ,Tritikale (Dane) Sulu,   550
KAYSERİ,7,HACILAR,Tritikale (Dane) Kuru,   250
KAYSERİ,7,HACILAR,Tritikale (Dane) Sulu,   350
KAYSERİ,8,İNCESU,Tritikale (Dane) Kuru,   150
KAYSERİ,8,İNCESU,Tritikale (Dane) Sulu,   250
KAYSERİ,10,PINARBAŞI,Tritikale (Dane) Kuru,   230
KAYSERİ,10,PINARBAŞI,Tritikale (Dane) Sulu,   300
KAYSERİ,11,SARIOĞLAN,Tritikale (Dane) Kuru,   210
KAYSERİ,11,SARIOĞLAN,Tritikale (Dane) Sulu,   270
KIRKLARELİ,0,MERKEZ,Tritikale (Dane) Kuru,   270
KIRKLARELİ,0,MERKEZ,Tritikale (Dane) Sulu,   330
KIRKLARELİ,1,BABAESKİ,Tritikale (Dane) Kuru,   300
KIRKLARELİ,1,BABAESKİ,Tritikale (Dane) Sulu,   450
KIRKLARELİ,2,DEMİRKÖY,Tritikale (Dane) Kuru,   300
KIRKLARELİ,2,DEMİRKÖY,Tritikale (Dane) Sulu,   450
KIRKLARELİ,4,LÜLEBURGAZ,Tritikale (Dane) Kuru,   350
KIRKLARELİ,4,LÜLEBURGAZ,Tritikale (Dane) Sulu,   400
KIRKLARELİ,5,PEHLİVANKÖY,Tritikale (Dane) Kuru,   350
KIRKLARELİ,5,PEHLİVANKÖY,Tritikale (Dane) Sulu,   400
KIRKLARELİ,6,PINARHİSAR,Tritikale (Dane) Kuru,   420
KIRKLARELİ,6,PINARHİSAR,Tritikale (Dane) Sulu,   470
KIRKLARELİ,7,VİZE,Tritikale (Dane) Kuru,   450
KIRKLARELİ,7,VİZE,Tritikale (Dane) Sulu,   500
KIRŞEHİR,0,MERKEZ,Tritikale (Dane) Kuru,   350
KIRŞEHİR,0,MERKEZ,Tritikale (Dane) Sulu,   400
KIRŞEHİR,4,ÇİÇEKDAĞI,Tritikale (Dane) Kuru,   250
KIRŞEHİR,4,ÇİÇEKDAĞI,Tritikale (Dane) Sulu,   350
KIRŞEHİR,5,KAMAN,Tritikale (Dane) Kuru,   450
KIRŞEHİR,5,KAMAN,Tritikale (Dane) Sulu,   510
KIRŞEHİR,6,MUCUR,Tritikale (Dane) Kuru,   340
KIRŞEHİR,6,MUCUR,Tritikale (Dane) Sulu,   400
KOCAELİ,1,GEBZE,Tritikale (Dane) Kuru,   250
KOCAELİ,1,GEBZE,Tritikale (Dane) Sulu,   350
KOCAELİ,2,GÖLCÜK,Tritikale (Dane) Kuru,   250
KOCAELİ,2,GÖLCÜK,Tritikale (Dane) Sulu,   350
KOCAELİ,3,KANDIRA,Tritikale (Dane) Kuru,   250
KOCAELİ,3,KANDIRA,Tritikale (Dane) Sulu,   350
KOCAELİ,4,KARAMÜRSEL,Tritikale (Dane) Kuru,   250
KOCAELİ,4,KARAMÜRSEL,Tritikale (Dane) Sulu,   350
KOCAELİ,5,KÖRFEZ,Tritikale (Dane) Kuru,   240
KOCAELİ,5,KÖRFEZ,Tritikale (Dane) Sulu,   350
KOCAELİ,6,DERİNCE,Tritikale (Dane) Kuru,   250
KOCAELİ,6,DERİNCE,Tritikale (Dane) Sulu,   350
KOCAELİ,7,BAŞİSKELE,Tritikale (Dane) Kuru,   250
KOCAELİ,7,BAŞİSKELE,Tritikale (Dane) Sulu,   350
KOCAELİ,8,ÇAYIROVA,Tritikale (Dane) Kuru,   250
KOCAELİ,8,ÇAYIROVA,Tritikale (Dane) Sulu,   350
KOCAELİ,9,DARICA,Tritikale (Dane) Kuru,   250
KOCAELİ,9,DARICA,Tritikale (Dane) Sulu,   350
KOCAELİ,10,DİLOVASI,Tritikale (Dane) Kuru,   250
KOCAELİ,10,DİLOVASI,Tritikale (Dane) Sulu,   350
KOCAELİ,11,İZMİT,Tritikale (Dane) Kuru,   250
KOCAELİ,11,İZMİT,Tritikale (Dane) Sulu,   350
KOCAELİ,12,KARTEPE,Tritikale (Dane) Kuru,   250
KOCAELİ,12,KARTEPE,Tritikale (Dane) Sulu,   350
KONYA,1,KARATAY,Tritikale (Dane) Kuru,   300
KONYA,1,KARATAY,Tritikale (Dane) Sulu,   500
KONYA,3,SELÇUKLU,Tritikale (Dane) Kuru,   350
KONYA,3,SELÇUKLU,Tritikale (Dane) Sulu,   600
KONYA,5,AKÖREN,Tritikale (Dane) Kuru,   350
KONYA,5,AKÖREN,Tritikale (Dane) Sulu,   410
KONYA,7,ALTINEKİN,Tritikale (Dane) Kuru,   300
KONYA,7,ALTINEKİN,Tritikale (Dane) Sulu,   500
KONYA,10,CİHANBEYLİ,Tritikale (Dane) Kuru,   250
KONYA,10,CİHANBEYLİ,Tritikale (Dane) Sulu,   400
KONYA,12,ÇUMRA,Tritikale (Dane) Kuru,   120
KONYA,12,ÇUMRA,Tritikale (Dane) Sulu,   450
KONYA,13,DERBENT,Tritikale (Dane) Kuru,   280
KONYA,13,DERBENT,Tritikale (Dane) Sulu,   320
KONYA,15,DOĞANHİSAR,Tritikale (Dane) Kuru,   410
